,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,1.19259,1.32549,0.77571,0.83974,0.67086
Exp2,1.10633,1.30105,0.81401,0.69744,0.73737
Exp3,1.40391,1.49462,0.8712,0.92231,0.7901
Exp4,1.16429,1.33809,0.73861,0.81776,0.75909
Exp5,1.21734,1.34661,0.7362,0.74944,0.84245
