,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,0.01177,0.00027,0.0116,0.01194,0.0114,0.01243
TestMSE,0.11964,0.00262,0.11802,0.12127,0.11612,0.12534
Step1,0.11964,0.00262,0.11802,0.12127,0.11612,0.12534
Step2,0.25334,0.00244,0.25183,0.25485,0.25088,0.25953
Step3,0.39939,0.00297,0.39755,0.40123,0.39468,0.4059
