,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,0.24405,0.00309,0.24214,0.24597,0.23705,0.24795
TestRMSE,1.04288,0.00236,1.04142,1.04434,1.03786,1.04674
Step1,0.3658,0.00167,0.36477,0.36683,0.36285,0.36882
Step2,0.59152,0.00195,0.59031,0.59273,0.58764,0.59432
Step3,0.7771,0.00132,0.77628,0.77792,0.7747,0.77942
