,0,1,2
CNN-obs,15.413426614199716,15.21326789349924,54.15057891684521
RNN-obs,11.377785524339789,10.964048354421928,10.825455139952506
GRU-obs,9.345104100291342,10.000243264559947,10.788880188850566
DNN-obs,13.922600346924265,14.03271752893839,15.658641268454318
LSTM-obs,9.0199348282737,9.874204579610444,8.86120452911825
