,fc1_rmse_mean,fc1_rmse_std,fc1_rmse_max,fc1_rmse_min,fc1_r2_mean,fc1_r2_std,fc1_r2_max,fc1_r2_min,test_loss_mean,test_loss_std,test_loss_max,test_loss_min,train_loss_mean,train_loss_std,train_loss_max,train_loss_min
CNN-obs,0.5054,0.1848,0.7664,0.365,0.484,0.3755,0.7625,-0.0469,0.0771,0.0276,0.1161,0.0568,28.2591,18.3082,54.1506,15.2133
RNN-obs,0.2815,0.0026,0.2849,0.2787,0.8587,0.0026,0.8616,0.8553,0.0476,0.0004,0.0479,0.0471,11.0558,0.2346,11.3778,10.8255
GRU-obs,0.2632,0.0083,0.2749,0.2572,0.8764,0.0078,0.8821,0.8653,0.046,0.0012,0.0477,0.045,10.0447,0.5903,10.7889,9.3451
DNN-obs,0.3509,0.0061,0.3569,0.3425,0.7805,0.0076,0.791,0.773,0.0568,0.002,0.0597,0.0553,14.538,0.7937,15.6586,13.9226
LSTM-obs,0.2543,0.0094,0.2658,0.2427,0.8845,0.0085,0.895,0.8741,0.0437,0.0008,0.0447,0.0428,9.2518,0.4449,9.8742,8.8612
