,0,1,2
CNN-obs,-0.0009,-0.0429,-0.2256
RNN-obs,0.1047,-0.0251,0.0924
GRU-obs,0.0495,0.1565,0.0511
DNN-obs,-0.0343,-0.0248,0.0012
LSTM-obs,0.0186,-0.0732,-0.1452
