,fc2_rmse_mean,fc2_rmse_std,fc2_rmse_max,fc2_rmse_min,fc2_r2_mean,fc2_r2_std,fc2_r2_max,fc2_r2_min
CNN-obs,0.6697,0.0919,0.7996,0.6039,0.1862,0.2299,0.3504,-0.1389
RNN-obs,0.534,0.0098,0.5478,0.5259,0.4919,0.0187,0.5074,0.4656
GRU-obs,0.517,0.0103,0.5295,0.5042,0.5238,0.019,0.5471,0.5006
DNN-obs,0.5923,0.0054,0.5972,0.5847,0.3751,0.0115,0.3911,0.3648
LSTM-obs,0.5293,0.0163,0.5423,0.5063,0.5005,0.0304,0.5433,0.4762
