,0,1,2,3,4
CNN-sg9,-0.2267,-0.2381,-0.227,-0.2589,-0.3563
RNN-sg9,-0.2196,-0.0549,-0.142,-0.28,0.0063
GRU-sg9,-0.1492,-0.2134,-0.1274,-0.1659,-0.2413
DNN-sg9,-0.0814,-0.0932,-0.1753,-0.1975,-0.1799
LSTM-sg9,-0.1992,-0.1407,-0.135,-0.1341,-0.1617
