,0,1,2,3,4
CNN-sg9,0.83,0.8338,0.8301,0.8408,0.8727
RNN-sg9,0.8276,0.7697,0.8008,0.8478,0.747
GRU-sg9,0.8034,0.8255,0.7957,0.8092,0.8349
DNN-sg9,0.7793,0.7835,0.8124,0.82,0.814
LSTM-sg9,0.8206,0.8004,0.7984,0.798,0.8077
