,0,1,2,3,4
CNN-sg9,-0.0477,-0.0048,-0.0479,0.3953,0.2007
RNN-sg9,0.2919,0.389,0.1749,0.3167,0.5178
GRU-sg9,0.2772,0.11,0.3378,0.2923,0.1466
DNN-sg9,0.4361,0.6079,0.639,0.3873,0.5205
LSTM-sg9,0.1921,0.3705,0.3536,0.3357,0.3504
