,0,1,2,3,4
CNN-sg9,0.8,0.8031,0.8001,0.7711,0.8213
RNN-sg9,0.7714,0.6917,0.7424,0.7941,0.6518
GRU-sg9,0.7481,0.7827,0.7315,0.75,0.7836
DNN-sg9,0.7206,0.6859,0.6863,0.7595,0.7198
LSTM-sg9,0.7648,0.7206,0.7261,0.7251,0.7304
