,0,1,2
CNN-sg9,0.5937,0.5976,0.8809
RNN-sg9,0.4731,0.4671,0.4823
GRU-sg9,0.4417,0.4459,0.4483
DNN-sg9,0.6027,0.5995,0.5955
LSTM-sg9,0.4841,0.5098,0.5285
