,fc1_rmse_mean,fc1_r2_mean,test_loss_mean,train_loss_mean,valid_loss_mean,last_epoch,fc1_rmse_std,fc1_rmse_max,fc1_rmse_min,fc1_r2_std,fc1_r2_max,fc1_r2_min,test_loss_std,test_loss_max,test_loss_min,train_loss_std,train_loss_max,train_loss_min,valid_loss_std,valid_loss_max,valid_loss_min
CNN-sg9,0.5067,0.4423,0.0818,19.5781,7.1,4.8828125e-08,0.237,0.8419,0.3356,0.4989,0.7993,-0.2632,0.0347,0.1309,0.0572,17.3562,44.1234,7.2642,5.5289,14.919,3.1801
RNN-sg9,0.2276,0.9077,0.0443,2.796,1.7171,7.8125e-07,0.0021,0.2305,0.2255,0.0017,0.9094,0.9053,0.0001,0.0445,0.0442,0.14,2.9662,2.6233,0.0272,1.7425,1.6793
GRU-sg9,0.2162,0.9166,0.0396,1.5694,1.2929,1.5625e-06,0.0026,0.2195,0.2131,0.002,0.919,0.9141,0.0003,0.0399,0.0391,0.0661,1.6561,1.496,0.0299,1.3255,1.2533
DNN-sg9,0.3412,0.7925,0.0572,7.2628,3.2659,1.953125e-07,0.0032,0.3448,0.3371,0.0039,0.7975,0.7881,0.0001,0.0572,0.057,0.0481,7.3263,7.21,0.0116,3.2823,3.2577
LSTM-sg9,0.2647,0.875,0.0428,1.3735,1.2538,7.8125e-07,0.0094,0.2763,0.2532,0.0089,0.8857,0.8639,0.0014,0.0441,0.0408,0.0446,1.4244,1.3159,0.0216,1.2835,1.2331
