,0,1,2
CNN-sg9,-0.0781,-0.0899,-0.4945
RNN-sg9,0.0338,0.0496,-0.0073
GRU-sg9,0.0232,-0.0779,-0.0847
DNN-sg9,-0.1083,-0.093,-0.0834
LSTM-sg9,-0.3875,-0.8076,-0.8883
