,0,1,2
CNN-sg9,0.3722,0.3638,-0.3823
RNN-sg9,0.6013,0.6114,0.5857
GRU-sg9,0.6525,0.6459,0.642
DNN-sg9,0.3531,0.3599,0.3684
LSTM-sg9,0.5825,0.537,0.5025
