,0,1,2
CNN-sg9,1.953125e-07,3.90625e-07,4.8828125e-08
RNN-sg9,1.5625e-06,1.5625e-06,7.8125e-07
GRU-sg9,1.5625e-06,7.8125e-07,1.5625e-06
DNN-sg9,3.90625e-07,7.8125e-07,1.953125e-07
LSTM-sg9,3.90625e-07,3.125e-06,7.8125e-07
