,0,1,2
CNN-sg9,0.3356,0.3426,0.8419
RNN-sg9,0.2268,0.2255,0.2305
GRU-sg9,0.2131,0.2161,0.2195
DNN-sg9,0.3448,0.3416,0.3371
LSTM-sg9,0.2532,0.2646,0.2763
