,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,2.10754,2.03791,1.47586,0.89977,1.07951
Exp2,1.62201,1.59594,0.89265,1.07218,0.77502
Exp3,2.67717,2.21808,1.34336,1.45096,1.00497
Exp4,1.9802,1.70918,0.84353,0.93857,1.15274
Exp5,1.23162,1.37706,0.7793,0.83281,0.77163
Exp6,1.84581,1.76298,0.73344,1.27883,0.96682
Exp7,2.07097,1.79943,1.25585,0.95275,0.86778
Exp8,1.76946,1.47191,0.75343,1.01497,0.75412
Exp9,1.92231,1.80159,1.08578,0.99355,1.03906
Exp10,1.38257,1.35653,0.78555,0.86488,0.68926
