,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.25116,0.93239,0.35411,0.53457,0.6769
Exp2,0.2459,0.92788,0.35269,0.53435,0.6716
Exp3,0.25454,0.91546,0.35167,0.52801,0.66
Exp4,0.24624,0.9231,0.3482,0.53046,0.67044
Exp5,0.25442,0.90924,0.35076,0.51915,0.65891
Exp6,0.25183,0.92852,0.3545,0.53052,0.67457
Exp7,0.24903,0.9112,0.33866,0.52167,0.66593
Exp8,0.25125,0.92807,0.35157,0.53102,0.67508
Exp9,0.24144,0.91594,0.34201,0.52443,0.66854
Exp10,0.25269,0.89914,0.33539,0.51374,0.65729
