,fc1_rmse_mean,fc1_rmse_std,fc1_rmse_max,fc1_rmse_min,fc1_r2_mean,fc1_r2_std,fc1_r2_max,fc1_r2_min,test_loss_mean,test_loss_std,test_loss_max,test_loss_min,train_loss_mean,train_loss_std,train_loss_max,train_loss_min
RNN-ews,0.4318,0.0435,0.4879,0.37,0.6643,0.0671,0.7561,0.5758,0.0627,0.0055,0.07,0.0563,14.426,2.7488,18.5367,11.547
DNN-sg7,0.5257,0.0472,0.6016,0.4696,0.5034,0.0898,0.6069,0.355,0.0719,0.0053,0.0802,0.066,15.393,1.6011,17.3078,12.795
RNN-attn-ew2,0.3891,0.0649,0.4963,0.3137,0.7227,0.094,0.8246,0.561,0.0558,0.0069,0.068,0.0481,9.92,1.9699,12.2782,7.1601
