,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,0.0156,0.14224,0.14224,0.27952,0.41675
Exp2,0.01499,0.14061,0.14061,0.2799,0.41678
Exp3,0.01503,0.1395,0.1395,0.27563,0.40806
Exp4,0.01502,0.14044,0.14044,0.27923,0.41314
Exp5,0.0151,0.14186,0.14186,0.28135,0.41627
Exp6,0.01524,0.13794,0.13794,0.27698,0.41411
Exp7,0.01494,0.1418,0.1418,0.28184,0.41782
Exp8,0.01494,0.143,0.143,0.28673,0.42174
Exp9,0.01619,0.14294,0.14294,0.28396,0.42167
Exp10,0.0157,0.13907,0.13907,0.27704,0.41257
