,fc1_rmse_mean,fc1_rmse_std,fc1_rmse_max,fc1_rmse_min,fc1_r2_mean,fc1_r2_std,fc1_r2_max,fc1_r2_min,test_loss_mean,test_loss_std,test_loss_max,test_loss_min,train_loss_mean,train_loss_std,train_loss_max,train_loss_min
RNN-ews,0.6202,0.0357,0.6749,0.5765,0.3122,0.0795,0.4076,0.1881,0.0844,0.003,0.0894,0.0808,26.7278,2.5945,30.5078,23.0632
DNN-sg7,0.6637,0.0694,0.7846,0.5713,0.2064,0.1694,0.4182,-0.0971,0.1076,0.0131,0.1277,0.0887,61.9864,18.831,87.8837,40.7976
RNN-attn-ew2,0.5373,0.0785,0.6287,0.4067,0.4744,0.1447,0.7053,0.2954,0.076,0.0098,0.0899,0.063,18.7682,4.2435,24.0644,11.9489
