,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,0.25196,0.00236,0.24989,0.25403,0.24975,0.25482
TestRMSE,0.90804,0.00589,0.90288,0.9132,0.90033,0.91823
Step1,0.34614,0.00685,0.34013,0.35214,0.33448,0.35551
Step2,0.52058,0.00371,0.51732,0.52383,0.51571,0.52679
Step3,0.65854,0.00444,0.65465,0.66243,0.65007,0.66276
