Datetime,EWMA-3,sin_hour,cos_hour,sin_day,cos_day
2021-12-23 00:00:00,0.1956597666666666,0.0,1.0,-0.9945218953682734,0.10452846326765299
2021-12-23 01:00:00,0.1959679166666666,0.25881904510252074,0.9659258262890683,-0.9945218953682734,0.10452846326765299
2021-12-23 02:00:00,0.2029050416666666,0.49999999999999994,0.8660254037844387,-0.9945218953682734,0.10452846326765299
2021-12-23 03:00:00,0.2079608958333333,0.7071067811865476,0.7071067811865476,-0.9945218953682734,0.10452846326765299
2021-12-23 04:00:00,0.2113587229166666,0.8660254037844386,0.5000000000000001,-0.9945218953682734,0.10452846326765299
2021-12-23 05:00:00,0.211355278125,0.9659258262890683,0.25881904510252074,-0.9945218953682734,0.10452846326765299
2021-12-23 06:00:00,0.2113720890625,1.0,6.123233995736766e-17,-0.9945218953682734,0.10452846326765299
2021-12-23 07:00:00,0.2105463361979166,0.9659258262890683,-0.25881904510252063,-0.9945218953682734,0.10452846326765299
2021-12-23 08:00:00,0.3207408514322916,0.8660254037844387,-0.4999999999999998,-0.9945218953682734,0.10452846326765299
2021-12-23 09:00:00,0.9204985507161458,0.7071067811865476,-0.7071067811865475,-0.9945218953682734,0.10452846326765299
2021-12-23 10:00:00,0.9770326170247396,0.49999999999999994,-0.8660254037844387,-0.9945218953682734,0.10452846326765299
2021-12-23 11:00:00,0.7332234835123698,0.258819045102521,-0.9659258262890682,-0.9945218953682734,0.10452846326765299
2021-12-23 12:00:00,0.5107666917561848,1.2246467991473532e-16,-1.0,-0.9945218953682734,0.10452846326765299
2021-12-23 13:00:00,0.3802227542114257,-0.2588190451025208,-0.9659258262890683,-0.9945218953682734,0.10452846326765299
2021-12-23 14:00:00,0.3089205604390461,-0.4999999999999997,-0.8660254037844388,-0.9945218953682734,0.10452846326765299
2021-12-23 15:00:00,0.2746999968861897,-0.7071067811865471,-0.7071067811865479,-0.9945218953682734,0.10452846326765299
2021-12-23 16:00:00,0.2816560734430948,-0.8660254037844385,-0.5000000000000004,-0.9945218953682734,0.10452846326765299
2021-12-23 17:00:00,0.2924950533882141,-0.9659258262890683,-0.25881904510252063,-0.9945218953682734,0.10452846326765299
2021-12-23 18:00:00,0.3040381600274403,-1.0,-1.8369701987210297e-16,-0.9945218953682734,0.10452846326765299
2021-12-23 19:00:00,0.3021680133470535,-0.9659258262890684,0.2588190451025203,-0.9945218953682734,0.10452846326765299
2021-12-23 20:00:00,0.2851565400068601,-0.8660254037844386,0.5000000000000001,-0.9945218953682734,0.10452846326765299
2021-12-23 21:00:00,0.25992409500343,-0.7071067811865477,0.7071067811865474,-0.9945218953682734,0.10452846326765299
2021-12-23 22:00:00,0.2412942141683816,-0.5000000000000004,0.8660254037844384,-0.9945218953682734,0.10452846326765299
2021-12-23 23:00:00,0.2293756154175241,-0.25881904510252157,0.9659258262890681,-0.9945218953682734,0.10452846326765299
2021-12-24 00:00:00,0.2227362493754287,0.0,1.0,-0.9510565162951536,0.30901699437494723
2021-12-24 01:00:00,0.218086291354381,0.25881904510252074,0.9659258262890683,-0.9510565162951536,0.30901699437494723
2021-12-24 02:00:00,0.2173342623438571,0.49999999999999994,0.8660254037844387,-0.9510565162951536,0.30901699437494723
2021-12-24 03:00:00,0.2449501561719285,0.7071067811865476,0.7071067811865476,-0.9510565162951536,0.30901699437494723
2021-12-24 04:00:00,0.2660179030859642,0.8660254037844386,0.5000000000000001,-0.9510565162951536,0.30901699437494723
2021-12-24 05:00:00,0.2498505932096487,0.9659258262890683,0.25881904510252074,-0.9510565162951536,0.30901699437494723
2021-12-24 06:00:00,0.239625163271491,1.0,6.123233995736766e-17,-0.9510565162951536,0.30901699437494723
2021-12-24 07:00:00,0.2344333983024121,0.9659258262890683,-0.25881904510252063,-0.9510565162951536,0.30901699437494723
2021-12-24 08:00:00,0.2313270908178727,0.8660254037844387,-0.4999999999999998,-0.9510565162951536,0.30901699437494723
2021-12-24 09:00:00,0.231276437075603,0.7071067811865476,-0.7071067811865475,-0.9510565162951536,0.30901699437494723
2021-12-24 10:00:00,0.2339463102044681,0.49999999999999994,-0.8660254037844387,-0.9510565162951536,0.30901699437494723
2021-12-24 11:00:00,0.2365647467689007,0.258819045102521,-0.9659258262890682,-0.9510565162951536,0.30901699437494723
2021-12-24 12:00:00,0.243971265051117,1.2246467991473532e-16,-1.0,-0.9510565162951536,0.30901699437494723
2021-12-24 13:00:00,0.2766513908588918,-0.2588190451025208,-0.9659258262890683,-0.9510565162951536,0.30901699437494723
2021-12-24 14:00:00,0.3009930537627792,-0.4999999999999997,-0.8660254037844388,-0.9510565162951536,0.30901699437494723
2021-12-24 15:00:00,0.2764923518813896,-0.7071067811865471,-0.7071067811865479,-0.9510565162951536,0.30901699437494723
2021-12-24 16:00:00,0.2570870842740281,-0.8660254037844385,-0.5000000000000004,-0.9510565162951536,0.30901699437494723
2021-12-24 17:00:00,0.243748117137014,-0.9659258262890683,-0.25881904510252063,-0.9510565162951536,0.30901699437494723
2021-12-24 18:00:00,0.2344830752351736,-1.0,-1.8369701987210297e-16,-0.9510565162951536,0.30901699437494723
2021-12-24 19:00:00,0.2279899959509201,-0.9659258262890684,0.2588190451025203,-0.9510565162951536,0.30901699437494723
2021-12-24 20:00:00,0.2238179396421267,-0.8660254037844386,0.5000000000000001,-0.9510565162951536,0.30901699437494723
2021-12-24 21:00:00,0.22109978648773,-0.7071067811865477,0.7071067811865474,-0.9510565162951536,0.30901699437494723
