,0,1,2
CNN-ew2,0.7648,0.7643,0.7993
RNN-ew2,0.8967,0.8974,0.8971
GRU-ew2,0.899,0.9034,0.8971
DNN-ew2,0.7868,0.7882,0.7739
LSTM-ew2,0.899,0.8946,0.8899
