,0,1,2,3,4,5,6,7,8,9
CNN-ew2,-0.3381,-0.0874,-0.2928,-0.0696,-0.2852,-0.363,-0.2456,-0.2747,-0.1697,-0.45
RNN-ew2,0.0233,-0.1119,-0.174,-0.1465,-0.0293,-0.0913,-0.0104,-0.2136,-0.0538,-0.1874
GRU-ew2,-0.3149,-0.2928,-0.323,-0.368,-0.3016,-0.231,-0.2469,-0.2366,-0.1864,-0.0923
DNN-ew2,-0.0258,-0.1845,-0.1419,-0.3529,-0.1436,-0.243,-0.2389,-0.2383,-0.0394,-0.0512
LSTM-ew2,-0.1706,-0.2864,-0.2724,-0.1582,-0.2831,-0.2189,-0.2143,-0.2023,-0.1551,-0.2348
