,0,1,2
CNN-ew2,0.3632,0.3636,0.3356
RNN-ew2,0.2407,0.2399,0.2403
GRU-ew2,0.238,0.2328,0.2403
DNN-ew2,0.3458,0.3447,0.3562
LSTM-ew2,0.238,0.2432,0.2486
