,0,1,2
CNN-ew2,0.6062,0.6058,0.5838
RNN-ew2,0.5178,0.5056,0.5105
GRU-ew2,0.4865,0.4871,0.5109
DNN-ew2,0.5959,0.5938,0.6052
LSTM-ew2,0.4849,0.5157,0.5352
