,fc1_rmse_mean,fc1_r2_mean,test_loss_mean,train_loss_mean,valid_loss_mean,last_epoch,fc1_rmse_std,fc1_rmse_max,fc1_rmse_min,fc1_r2_std,fc1_r2_max,fc1_r2_min,test_loss_std,test_loss_max,test_loss_min,train_loss_std,train_loss_max,train_loss_min,valid_loss_std,valid_loss_max,valid_loss_min
CNN-ew2,0.3541,0.7761,0.0569,9.3,3.2353,1.953125e-07,0.0131,0.3636,0.3356,0.0164,0.7993,0.7643,0.0001,0.057,0.0568,0.052,9.372,9.2508,0.0222,3.2626,3.2083
RNN-ew2,0.2403,0.8971,0.0429,5.0475,1.572,7.8125e-07,0.0003,0.2407,0.2399,0.0003,0.8974,0.8967,0.0003,0.0432,0.0425,0.1969,5.3201,4.862,0.048,1.6356,1.5196
GRU-ew2,0.237,0.8998,0.0388,3.7979,1.2012,7.8125e-07,0.0031,0.2403,0.2328,0.0026,0.9034,0.8971,0.0006,0.0395,0.0381,0.1468,3.9705,3.6117,0.0211,1.2274,1.1757
DNN-ew2,0.3489,0.783,0.0565,9.217,3.1775,1.953125e-07,0.0052,0.3562,0.3447,0.0064,0.7882,0.7739,0.0003,0.0567,0.056,0.0678,9.3036,9.1379,0.0521,3.2144,3.1038
LSTM-ew2,0.2433,0.8945,0.0384,3.4585,1.0835,3.90625e-07,0.0043,0.2486,0.238,0.0037,0.899,0.8899,0.0008,0.0395,0.0374,0.0792,3.5596,3.3661,0.0296,1.1091,1.042
