,0,1,2
CNN-ew2,9.765625e-08,3.90625e-07,1.953125e-07
RNN-ew2,1.5625e-06,3.90625e-07,7.8125e-07
GRU-ew2,1.5625e-06,7.8125e-07,7.8125e-07
DNN-ew2,9.765625e-08,4.8828125e-08,1.953125e-07
LSTM-ew2,3.90625e-07,3.90625e-07,3.90625e-07
