,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,4.12142,3.05786,0.80652,1.83573,2.30871
Exp2,2.23868,1.98753,0.88068,1.36463,1.14564
Exp3,3.37178,2.74861,1.65176,1.48234,1.62149
Exp4,2.11602,1.82762,1.1817,1.0489,0.91847
Exp5,2.64004,2.45519,1.37366,1.45612,1.42153
Exp6,1.79243,1.59318,0.98906,0.93328,0.83004
Exp7,2.15074,1.95505,1.01557,1.33501,1.00428
Exp8,2.18156,1.99037,1.57403,0.81053,0.90942
Exp9,4.1826,3.60461,1.58603,1.76805,2.71141
Exp10,1.77004,1.72632,1.19639,0.77848,0.97098
