,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainRMSE,2.65653,0.86414,2.12093,3.19213,1.77004,4.1826
TestRMSE,2.29463,0.62175,1.90927,2.68,1.59318,3.60461
Step1,1.22554,0.29194,1.04459,1.40648,0.80652,1.65176
Step2,1.28131,0.35703,1.06002,1.50259,0.77848,1.83573
Step3,1.3842,0.61606,1.00236,1.76604,0.83004,2.71141
