,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,0.01082,0.00025,0.01067,0.01098,0.01038,0.01115
TestMSE,0.14574,0.00217,0.14439,0.14708,0.14228,0.14984
Step1,0.14574,0.00217,0.14439,0.14708,0.14228,0.14984
Step2,0.3052,0.00162,0.30419,0.3062,0.30288,0.30788
Step3,0.44955,0.0026,0.44794,0.45116,0.44347,0.45344
