,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,1.66665,0.44329,1.3919,1.9414,0.78967,2.37972
TestMSE,1.22924,0.27118,1.06116,1.39732,0.67329,1.65517
Step1,0.92038,0.36059,0.69688,1.14388,0.49694,1.45175
Step2,1.36576,0.66248,0.95515,1.77637,0.69875,2.88013
Step3,1.40159,0.78942,0.9123,1.89087,0.49732,3.03341
