,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,14980.56915,6637.08784,10866.85949,19094.27882,4680.39997,28849.67417
TestMSE,20085.23444,8962.36256,14530.30457,25640.1643,6303.92352,39026.48629
Step1,19742.834,15514.1331,10127.07468,29358.59331,3777.40615,61517.78086
Step2,13179.84018,5294.31875,9898.38742,16461.29294,945.14553,19388.57425
Step3,27333.02914,22310.50375,13504.83565,41161.22263,7745.26226,87127.17328
