,0,1,2,3,4
CNN-obs,-0.0352,0.7993,-0.0464,0.798,0.7985
RNN-obs,0.8825,0.8938,0.8858,0.8885,0.8893
GRU-obs,0.897,0.8956,0.9025,0.8978,0.897
DNN-obs,0.7737,0.784,0.7827,0.796,0.7771
LSTM-obs,0.8738,0.8942,0.8863,0.8887,0.8996
