,0,1,2,3,4
CNN-obs,0.8243,0.7424,0.8294,0.7451,0.7441
RNN-obs,0.8111,0.7564,0.7835,0.7506,0.7509
GRU-obs,0.74,0.7543,0.7123,0.772,0.7511
DNN-obs,0.7634,0.7587,0.7599,0.7521,0.759
LSTM-obs,0.9574,0.8595,0.9836,0.9082,0.8195
