,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
CNN-obs,0.7771,0.0407,0.8294,0.7424,-0.0782,0.1139,0.0187,-0.225
RNN-obs,0.7705,0.0236,0.8111,0.7506,-0.0581,0.0656,-0.0031,-0.1714
GRU-obs,0.7459,0.0197,0.772,0.7123,0.0085,0.052,0.0965,-0.0613
DNN-obs,0.7586,0.0037,0.7634,0.7521,-0.0248,0.0099,-0.0073,-0.0377
LSTM-obs,0.9056,0.0605,0.9836,0.8195,-0.467,0.1946,-0.1957,-0.7226
