,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.24381,0.91133,0.34337,0.52311,0.66255
Exp2,0.24381,0.91133,0.34337,0.52311,0.66255
Exp3,0.24381,0.91133,0.34337,0.52311,0.66255
Exp4,0.24381,0.91133,0.34337,0.52311,0.66255
Exp5,0.24381,0.91133,0.34337,0.52311,0.66255
