,0,1,2,3,4
CNN-ew3,-0.1923,-0.2318,-0.2237,-0.2658,-0.2594
RNN-ew3,-0.0401,-0.0727,-0.04,-0.2027,-0.2674
GRU-ew3,-0.1642,-0.18,-0.1434,-0.0807,-0.1795
DNN-ew3,-0.2103,-0.4282,-0.1403,-0.0508,-0.1181
LSTM-ew3,-0.2543,-0.253,-0.1614,-0.1865,-0.1756
