,0,1,2,3,4
CNN-ew3,0.7893,0.8015,0.7987,0.8053,0.7659
RNN-ew3,0.6641,0.702,0.6734,0.7717,0.7973
GRU-ew3,0.7589,0.743,0.7067,0.6815,0.7534
DNN-ew3,0.7765,0.8588,0.7059,0.679,0.6974
LSTM-ew3,0.7887,0.7826,0.7296,0.7489,0.7365
