,0,1,2,3,4
CNN-ew3,0.8183,0.8317,0.829,0.8431,0.841
RNN-ew3,0.7642,0.7762,0.7642,0.8218,0.8437
GRU-ew3,0.8086,0.814,0.8013,0.779,0.8139
DNN-ew3,0.8244,0.8956,0.8002,0.7682,0.7924
LSTM-ew3,0.8393,0.8389,0.8076,0.8163,0.8125
