,0,1,2,3,4
CNN-ew3,-0.03,-0.0515,-0.0904,-0.2955,0.4225
RNN-ew3,0.575,0.276,0.5699,0.2257,0.2368
GRU-ew3,0.2199,0.3188,0.4719,0.5371,0.2943
DNN-ew3,0.2694,-0.0499,0.5745,0.5924,0.5101
LSTM-ew3,0.1144,0.1863,0.3555,0.2888,0.3365
