,0,1,2,3,4
CNN-ew3,0.7602,0.7681,0.7822,0.8526,0.5692
RNN-ew3,0.4883,0.6374,0.4912,0.6591,0.6544
GRU-ew3,0.6616,0.6182,0.5443,0.5096,0.6292
DNN-ew3,0.6402,0.7675,0.4886,0.4782,0.5243
LSTM-ew3,0.7049,0.6757,0.6013,0.6317,0.6102
