,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
CNN-ew3,0.8326,0.0089,0.8431,0.8183,-0.2346,0.0265,-0.1923,-0.2658
RNN-ew3,0.794,0.0327,0.8437,0.7642,-0.1246,0.0933,-0.04,-0.2674
GRU-ew3,0.8034,0.013,0.814,0.779,-0.1496,0.0369,-0.0807,-0.18
DNN-ew3,0.8162,0.0436,0.8956,0.7682,-0.1895,0.1297,-0.0508,-0.4282
LSTM-ew3,0.8229,0.0135,0.8393,0.8076,-0.2062,0.0396,-0.1614,-0.2543
