,0,1,2
CNN-ew3,-0.1556,-0.1557,0.7997
RNN-ew3,0.8842,0.819,0.8913
GRU-ew3,0.8944,0.8639,0.8802
DNN-ew3,0.7866,0.7903,0.4141
LSTM-ew3,0.895,0.8404,0.8841
