,0,1,2
CNN-ew3,-0.263,-0.263,0.3812
RNN-ew3,0.5498,0.3654,0.5441
GRU-ew3,0.5888,0.4943,0.5426
DNN-ew3,0.363,0.3668,-0.1574
LSTM-ew3,0.5676,0.3608,0.5195
