,fc1_rmse_mean,fc1_rmse_std,fc1_rmse_max,fc1_rmse_min,fc1_r2_mean,fc1_r2_std,fc1_r2_max,fc1_r2_min,test_loss_mean,test_loss_std,test_loss_max,test_loss_min,train_loss_mean,train_loss_std,train_loss_max,train_loss_min
CNN-ew3,0.6485,0.2216,0.8052,0.3352,0.1628,0.4504,0.7997,-0.1557,0.1011,0.0311,0.1231,0.0571,41.4853,21.6213,56.9529,10.9088
RNN-ew3,0.2735,0.0321,0.3187,0.2469,0.8648,0.0325,0.8913,0.819,0.0473,0.0026,0.051,0.0449,6.5962,0.6454,7.4264,5.8526
GRU-ew3,0.2597,0.0134,0.2763,0.2434,0.8795,0.0125,0.8944,0.8639,0.0469,0.0014,0.0487,0.0452,6.4113,0.5077,6.9742,5.7438
DNN-ew3,0.4208,0.1078,0.5733,0.343,0.6637,0.1765,0.7903,0.4141,0.0655,0.0118,0.0822,0.0571,16.0756,7.5585,26.765,10.7286
LSTM-ew3,0.2656,0.0243,0.2992,0.2427,0.8732,0.0236,0.895,0.8404,0.0465,0.0015,0.0486,0.0451,6.268,0.2377,6.5722,5.9919
