,0,1,2
CNN-ew3,0.8752,0.8753,0.7681
RNN-ew3,0.7153,0.8329,0.7437
GRU-ew3,0.6652,0.7521,0.7196
DNN-ew3,0.7774,0.7745,0.9055
LSTM-ew3,0.7213,0.8917,0.7618
