,0,1,2
CNN-ew3,0.8421,0.8421,0.5894
RNN-ew3,0.5027,0.5969,0.5059
GRU-ew3,0.4805,0.5328,0.5067
DNN-ew3,0.598,0.5962,0.8061
LSTM-ew3,0.4927,0.5991,0.5194
