,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,0.01814,0.00036,0.01792,0.01837,0.01755,0.01896
TestMSE,0.12879,0.00187,0.12762,0.12995,0.12495,0.13179
Step1,0.12879,0.00187,0.12762,0.12995,0.12495,0.13179
Step2,0.27245,0.0016,0.27146,0.27344,0.26942,0.27622
Step3,0.41994,0.00295,0.41812,0.42177,0.41713,0.42781
