,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,1.30302,1.40228,0.71381,0.90133,0.80279
Exp2,1.10566,1.32545,0.85723,0.69062,0.73824
Exp3,0.94716,1.16781,0.49779,0.74673,0.74726
Exp4,1.14895,1.27502,0.63069,0.79219,0.77482
Exp5,1.1811,1.32485,0.71929,0.7535,0.81859
