,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,2.88514,1.91965,1.64514,1.43447,2.67934
Exp2,7.95648,5.1031,8.43121,6.02268,0.8554
Exp3,3.26452,2.20608,1.73775,1.27967,3.60081
Exp4,3.09521,2.24476,0.58596,2.86366,3.28467
Exp5,2.44798,1.49246,0.51895,0.95334,3.0051
Exp6,2.75731,1.93404,2.39101,2.51076,0.90034
Exp7,1.41268,1.14364,1.63513,0.83233,0.96346
Exp8,1.86425,1.73755,0.66689,2.46703,2.07874
Exp9,1.48213,0.96143,1.84618,0.54398,0.49414
Exp10,6.69692,4.11271,10.48011,1.32465,0.53336
