,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,3.38626,2.08114,2.09636,4.67616,1.41268,7.95648
TestMSE,2.28554,1.24616,1.51317,3.05792,0.96143,5.1031
Step1,2.99383,3.31467,0.93938,5.04829,0.51895,10.48011
Step2,2.02326,1.52562,1.07767,2.96885,0.54398,6.02268
Step3,1.83953,1.15956,1.12083,2.55824,0.49414,3.60081
