,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.2527,0.92545,0.35231,0.53159,0.67063
Exp2,0.25107,0.92422,0.34743,0.53116,0.67181
Exp3,0.25023,0.92089,0.34882,0.53194,0.66589
Exp4,0.25115,0.91872,0.34984,0.52826,0.66528
Exp5,0.25026,0.912,0.3488,0.51941,0.66355
