,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,1.24992,0.01976,1.23767,1.26217,1.21538,1.28936
TestMSE,78.1342,1.25217,77.35809,78.9103,76.64771,80.35723
Step1,78.1342,1.25217,77.35809,78.9103,76.64771,80.35723
Step2,90.54838,1.06148,89.89047,91.2063,89.3699,92.59779
Step3,122.10794,1.7991,120.99284,123.22304,120.18676,124.78478
