,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,3.57137,1.82453,2.44052,4.70223,1.27233,6.80446
TestMSE,4.49166,2.28378,3.07616,5.90717,1.60255,8.59445
Step1,3.03257,2.07239,1.74809,4.31705,0.96965,6.96586
Step2,4.50345,4.55819,1.67826,7.32864,0.83906,17.22028
Step3,5.93897,5.86432,2.30423,9.57371,0.85214,20.15794
