,TrainMSE,TestMSE,Step1,Step2,Step3
Exp1,4.42365,6.09057,6.96586,2.72192,8.58392
Exp2,1.74396,2.06204,1.36788,0.83906,3.97918
Exp3,1.35439,1.72048,1.74727,2.56204,0.85214
Exp4,3.54773,4.63816,0.96965,7.00845,5.93638
Exp5,2.89668,3.76555,4.96805,4.09729,2.23131
Exp6,6.31471,7.55893,2.78334,17.22028,2.67317
Exp7,4.20962,5.10378,1.1787,1.93536,12.19726
Exp8,3.14618,3.78013,6.15849,3.91763,1.26426
Exp9,1.27233,1.60255,2.18599,1.10752,1.51414
Exp10,6.80446,8.59445,2.00047,3.62494,20.15794
