,fc2_rmse_mean,fc2_r2_mean,fc2_rmse_std,fc2_rmse_max,fc2_rmse_min,fc2_r2_std,fc2_r2_max,fc2_r2_min
0,7.7096,0.8152,0.1722,7.8566,7.468,0.0082,0.8267,0.8082
0,6.9176,0.8512,0.2212,7.0813,6.6048,0.0094,0.8645,0.8442
