,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
tf-ews,0.9441,0.0,0.9441,0.9441,-0.5871,0.0,-0.5871,-0.5871
tf-obs,0.9349,0.0,0.9349,0.9349,-0.5566,0.0,-0.5566,-0.5566
