,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,17119.98402,10379.56065,10686.66568,23553.30236,3444.30763,37275.55116
TestMSE,22990.20145,13951.5947,14342.91347,31637.48944,4783.79638,49646.82664
Step1,21879.76234,12139.29573,14355.74889,29403.77578,704.90137,45403.74832
Step2,24480.52413,30375.70281,5653.46847,43307.57978,365.84344,89996.84549
Step3,22610.3179,20816.13008,9708.34681,35512.28899,644.80387,73455.85036
