,fc3_rmse_mean,fc3_rmse_std,fc3_rmse_max,fc3_rmse_min,fc3_r2_mean,fc3_r2_std,fc3_r2_max,fc3_r2_min
CNN-obs,0.8145,0.0299,0.8454,0.7535,-0.1829,0.0848,-0.0111,-0.2726
RNN-obs,0.7839,0.0306,0.8367,0.7473,-0.0958,0.0863,0.0056,-0.2467
GRU-obs,0.8135,0.0089,0.8272,0.801,-0.1787,0.0259,-0.1425,-0.2185
DNN-obs,0.8181,0.0299,0.8627,0.7586,-0.1934,0.086,-0.0247,-0.3254
LSTM-obs,0.8076,0.0163,0.839,0.784,-0.1618,0.0471,-0.0946,-0.2535
