,TrainRMSE,TestRMSE,Step1,Step2,Step3
Exp1,0.23594,0.89375,0.33562,0.51157,0.65149
Exp2,0.23193,0.89847,0.34087,0.51366,0.65361
Exp3,0.23265,0.90147,0.33876,0.51531,0.65753
Exp4,0.23524,0.90015,0.33962,0.51489,0.6556
Exp5,0.2323,0.89558,0.33539,0.5112,0.65441
Exp6,0.23405,0.89908,0.34067,0.5133,0.65484
Exp7,0.23097,0.90157,0.3412,0.5155,0.65626
Exp8,0.23365,0.89607,0.33903,0.51249,0.65218
Exp9,0.2356,0.89869,0.33992,0.51338,0.65463
Exp10,0.23351,0.90357,0.3432,0.51719,0.65664
