,Mean,Standard Deviation,CI_LB,CI_UB,Min,Max
TrainMSE,2.34808,0.75038,1.88298,2.81317,1.12717,3.91838
TestMSE,1.6417,0.55574,1.29725,1.98615,0.9371,2.94928
Step1,2.47283,0.6004,2.1007,2.84496,1.61194,3.45516
Step2,1.03087,0.59243,0.66368,1.39806,0.54018,2.40599
Step3,1.42141,1.06733,0.75987,2.08294,0.50864,3.85582
